ZFRR003,1,BL,1
ZFRR003,1,PTZ,992
ZFRR003,2,BL,1
ZFRR003,2,PTZ,14092
ZFRR004,1,BL,3878
ZFRR004,1,PTZ,11052
ZFRR004,2,BL,1
ZFRR004,2,PTZ,1
ZFRR007,1,BL,1
ZFRR007,1,PTZ,3542
ZFRR008,2,BL,2212
ZFRR008,2,PTZ,3617
ZFRR010,1,BL,1
ZFRR010,1,PTZ,5995
ZFRR012,1,BL,6130
ZFRR012,1,PTZ,1
ZFRR012,2,BL,1
ZFRR012,2,PTZ,1
ZFRR014,1,BL,2
ZFRR014,1,PTZ,1
ZFRR014,2,BL,1
ZFRR014,2,PTZ,1
